    Gender Ethnicity Prior.Stress During.Stress Post.Stress Age
584	2	Romanian	7	7	7	39
585	2	Romanian	4	6	6	28
586	2	Romanian	4	4	4	32
587	2	Romanian	5	6	5	37
588	2	Romanian	1	4	3	25
589	2	Romanian	5	5	5	24
590	2	Romanian	4	6	5	24
591	2	Romanian	1	4	4	32
592	2	Romanian	4	4	4	37
593	2	Romanian	2	4	4	29
594	2	Romanian	4	5	4	21
595	2	Romanian	3	6	4	20
596	2	Romanian	4	6	4	23
597	2	Romanian	5	4	4	23
598	2	Romanian	4	5	4	23
599	2	Romanian	5	6	5	27
600	2	Romanian	1	4	4	26
601	1	Romanian	7	7	7	24
602	2	Romanian	1	4	4	34
603	2	Romanian	4	5	3	26
604	2	Romanian	2	2	2	29
605	1	Romanian	4	5	4	52
606	1	Romanian	1	1	1	72
607	2	American	4	6	4	71
608	2	American	1	1	1	71
609	2	Moldavian	1	4	4	23
610	2	Moldavian	4	6	5	20
611	2	Romanian	5	7	6	21
612	1	Romanian	5	3	3	71
613	1	Romanian	6	5	7	21
614	2	Romanian	1	2	1	69
615	1	Romanian	4	4	4	68
616	2	Romanian	2	5	4	24
617	1	Romanian	1	1	1	55
618	2	Romanian	4	6	5	20
619	2	Romanian	3	5	4	22
620	1	Romanian	4	4	4	66
621	2	Romanian	4	5	5	58
622	2	Romanian	3	3	3	19
623	2	Romanian	4	4	4	69
624	1	Romanian	3	6	5	54
625	2	Romanian	4	4	4	20
626	2	Romanian	4	7	4	60
627	2	Romanian	4	6	6	72
628	2	Moldavian	5	3	7	21
629	2	Romanian	4	5	5	24
630	2	Romanian	3	6	5	23
631	2	Romanian	2	5	5	24
632	1	Romanian	4	5	7	23
633	2	Romanian	6	7	7	22
634	2	Romanian	3	4	4	21
635	2	Romanian	2	4	4	23
636	2	Romanian	4	4	4	23
637	2	Romanian	4	4	4	23
638	1	Romanian	4	5	4	21
639	2	Romanian	6	5	7	23
640	2	Romanian	4	4	5	23
641	1	Estonian	5	5	5	34
642	2	Romanian	4	6	5	35
643	2	Romanian	1	4	4	31
644	2	Romanian	4	4	4	25
645	2	Romanian	1	1	1	52
646	2	Romanian	1	1	1	42
647	1	Romanian	4	4	4	30
648	1	Romanian	4	4	4	38
649	2	Romanian	1	1	1	31
650	1	Romanian	4	4	3	22
651	2	Romanian	1	1	1	24
652	2	Romanian	4	4	4	22
653	2	Romanian	1	7	7	23
654	2	Romanian	4	7	4	29
655	2	Romanian	4	4	4	55
656	2	Romanian	1	1	1	26
657	2	Romanian	4	4	4	37
658	1	Romanian	4	7	7	35
659	2	Romanian	5	6	5	30
660	2	Moldavian	1	4	3	24
661	2	Romanian	1	4	5	22
662	2	Romanian	4	6	6	22
663	2	Italian	4	4	4	20
664	2	Moldavian	5	6	7	20
665	2	Moldavian	4	5	5	20
666	2	Moldavian	1	6	4	30
667	2	Moldavian	3	5	5	19
668	2	Moldavian	4	4	4	19
669	2	Moldavian	1	5	5	21
670	2	Romanian	4	6	6	20
671	2	Romanian	3	4	4	22
672	2	Romanian	3	3	2	21
673	2	Romanian	6	2	2	23
674	2	Romanian	1	4	4	22
675	1	Romanian	2	4	2	20
676	1	Romanian	1	3	1	19
677	2	Romanian	4	7	7	19
678	1	Romanian	2	5	3	21
679	2	Romanian	2	7	6	20
680	2	Romanian	4	6	6	20
681	1	Romanian	4	7	7	23
682	2	Romanian	1	1	1	21
683	2	Romanian	3	5	5	22
684	2	Romanian	1	4	4	21
685	1	Romanian	1	4	5	23
686	2	Romanian	2	5	5	22
687	2	Romanian	1	4	7	21
688	1	Romanian	7	7	7	21
689	2	Romanian	1	1	1	23
690	2	Romanian	2	4	2	20
691	2	Romanian	3	6	1	19
692	2	Romanian	1	7	4	21
693	2	Romanian	4	5	6	20
694	2	Romanian	4	4	4	22
695	2	Romanian	4	5	5	22
696	2	Romanian	4	6	6	24
697	2	Romanian	4	4	4	22
698	2	Romanian	1	1	1	24
699	2	Romanian	4	7	7	21
700	2	Romanian	5	7	7	21
701	2	Romanian	4	5	7	22
702	2	Romanian	4	4	4	24
703	2	Romanian	4	7	7	20
704	2	Romanian	7	2	2	23
705	2	Romanian	4	3	4	21
706	2	Romanian	2	4	4	21
707	2	Romanian	3	5	4	21
708	2	Romanian	3	7	6	21
709	2	Romanian	4	7	4	24
710	2	Romanian	4	4	1	19
711	2	Romanian	2	7	7	21
712	2	Romanian	1	1	1	20
713	2	Romanian	2	5	2	23
714	2	Romanian	4	4	4	22
715	2	Romanian	7	7	7	22
716	2	Romanian	6	5	6	20
717	2	Romanian	4	4	4	26
718	2	Romanian	4	4	4	21
719	1	Romanian	4	4	4	20
720	2	Romanian	4	4	4	20
721	2	Romanian	3	4	5	22
722	1	Romanian	4	7	7	19
723	2	Romanian	4	7	7	21
724	2	Romanian	4	6	6	22
725	1	Romanian	2	4	4	22
726	2	Romanian	4	7	4	21
727	2	Romanian	3	5	3	22
728	2	Romanian	1	4	4	22
729	2	Romanian	1	6	4	23
730	2	Romanian	7	7	7	23
731	2	Romanian	4	5	5	24
732	2	Romanian	7	4	6	23
733	2	Romanian	1	1	1	22
734	2	Romanian	4	6	4	22
735	2	Romanian	1	4	1	22
736	2	Romanian	2	4	3	23
737	2	Romanian	2	4	3	21
738	2	Romanian	4	5	5	20
739	2	Romanian	3	1	3	18
740	2	Romanian	4	4	4	20
741	2	Swedish	5	5	5	31
742	2	Dutch	4	6	4	26
743	2	Romanian	3	2	4	32
744	2	Romanian	4	4	4	36
745	2	Romanian	1	4	3	27
746	2	Romanian	1	1	1	32
747	2	Canadian	1	1	1	47
748	1	Romanian	4	5	4	40
749	1	Romanian	4	5	4	40
750	2	Romanian	4	5	4	32
751	2	Romanian	4	6	6	29
752	1	Romanian	3	5	5	39
753	1	Hungarian	1	4	4	40
754	2	Romanian	4	5	7	25
755	2	Romanian	5	6	5	23
756	2	Romanian	3	5	5	39
757	2	Romanian	1	1	1	37
758	2	Romanian	1	4	1	36
759	2	Romanian	1	1	1	45
760	1	Romanian	1	1	1	34
761	2	Romanian	5	5	5	50
762	2	Romanian	4	4	4	37
763	2	Romanian	7	1	4	44
764	1	Belgian	4	5	4	76
765	2	Romanian	1	4	2	50
766	2	Romanian	2	5	5	29
767	2	Irish	1	4	1	68
768	1	Polish	4	6	6	38
769	2	Romanian	4	7	6	25
770	1	Romanian	1	4	4	22
771	2	Romanian	4	4	4	51
772	2	Romanian	7	4	1	23
773	2	Romanian	4	4	4	56
774	2	Romanian	4	7	6	21
775	2	Romanian	4	4	4	22
776	2	Romanian	4	1	4	24
777	2	Romanian	1	2	2	34
778	1	Romanian	4	4	4	44
779	2	Romanian	4	7	5	29
780	2	Romanian	4	4	5	29
781	1	Romanian	1	1	1	44
782	2	Romanian	4	1	2	32
783	1	Romanian	3	5	4	31
784	2	Romanian	4	3	4	40
785	1	Romanian	6	7	7	54
786	2	Romanian	4	7	7	44
787	2	Italian	4	6	5	53
788	1	Romanian	1	1	1	53
789	2	Irish	5	6	4	51
790	2	Romanian	4	5	4	35
791	2	Romanian	1	7	5	37
792	2	Romanian	4	7	4	36
793	2	Romanian	3	5	6	44
794	2	Romanian	1	3	1	26
795	1	Hungarian	4	4	4	42
796	1	Romanian	4	5	4	45
797	1	Romanian	4	5	6	42
798	2	Italian	1	6	4	58
799	2	Moldavian	1	4	4	42
800	2	Polish	4	6	6	44
801	2	Romanian	3	6	6	43
802	2	Romanian	4	4	4	55
803	2	Romanian	4	5	6	39
804	2	Romanian	4	4	4	33
805	2	Romanian	4	4	4	50
806	1	Romanian	6	2	4	38
807	1	Romanian	4	4	4	42
808	1	Romanian	4	4	4	37
809	2	Romanian	5	5	5	41
810	1	American	2	2	2	47
811	2	Japanese	4	5	5	53
812	2	Bulgarian	4	6	5	42
813	2	British	1	6	3	31
814	1	German	4	4	4	37
815	2	Hungarian	7	7	7	55
816	1	Hungarian	3	4	4	45
